"","V1","Valor p bruto","Valor p ajustado"
"SNP3",37.3104528394557,0.227078650293366,4.54157300586732
"SNP4",28.9885858729971,0.507055283813334,10.1411056762667
"SNP11",10.4562309652734,0.0387518529581895,0.775037059163789
"SNP68",5.764738079473,0.0944739373820178,1.88947874764036
"SNP10",5.63104633949227,0.000564769068941359,0.0112953813788272
"SNP27",5.49470374744567,0.204910224806307,4.09820449612614
"SNP1",4.65290753716057,0.523247092542189,10.4649418508438
"SNP22",3.71088923305657,0.804382955081518,16.0876591016304
"SNP29",2.81284622821388,0.442966590881415,8.8593318176283
"SNP76",2.68824111554797,0.72404448612145,14.480889722429
"SNP60",1.71305522277535,0.0327548459626163,0.655096919252326
"SNP85",1.64500353595006,0.603051178196944,12.0610235639389
"SNP92",1.61632422765958,0.322396045494344,6.44792090988689
"SNP12",1.26919055701683,0.212473380482515,4.24946760965029
"SNP30",1.22173271510521,0.240179638514518,4.80359277029036
"SNP83",1.15692184870575,0.0692659224078731,1.38531844815746
"SNP95",0.954921609032423,0.148544669838175,2.9708933967635
"SNP20",0.917254661378941,0.689813601490586,13.7962720298117
"SNP70",0.907525751563103,0.94404822309474,18.8809644618948
"SNP96",0.904328347824039,0.342280232187499,6.84560464374998
